p,beta,classical_value,quantum_value,gap,classical_oracle_value,classical_oracle_abs_error,deterministic_strategy_count
0.49,0.17,0.7501,0.7996611325414091,0.04956113254140915,0.7501,0.0,16
0.5,0.17,0.75,0.7995413160150032,0.04954131601500322,0.75,0.0,16
0.51,0.17,0.7501,0.7996611325414091,0.04956113254140915,0.7501,0.0,16
0.52,0.17,0.7504,0.8000205821206272,0.049620582120627255,0.7504,0.0,16
0.53,0.17,0.7509,0.8006196647526572,0.04971966475265721,0.7509,0.0,16
0.54,0.17,0.7516,0.8014583804374992,0.04985838043749913,0.7516,0.0,16
0.55,0.17,0.7525,0.8025367291751532,0.05003672917515323,0.7525,0.0,16
0.56,0.17,0.7536,0.8038547109656192,0.050254710965619176,0.7536,0.0,16
0.57,0.17,0.7549,0.8054123258088972,0.050512325808897196,0.7549,0.0,16
0.58,0.17,0.7564,0.8072095737049872,0.05080957370498729,0.7564,0.0,16
0.59,0.17,0.7581,0.8092464546538893,0.05114645465388934,0.7581,0.0,16
0.6,0.17,0.76,0.8115229686556034,0.05152296865560335,0.76,0.0,16
0.61,0.17,0.767014,0.8140391157101293,0.04702511571012935,0.767014,0.0,16
0.62,0.17,0.775496,0.8167948958174673,0.041298895817467374,0.775496,0.0,16
0.63,0.17,0.783846,0.8197903089776174,0.035944308977617356,0.783846,0.0,16
0.64,0.17,0.792064,0.8230253551905794,0.03096135519057941,0.792064,0.0,16
0.65,0.17,0.80015,0.8265000344563534,0.02635003445635342,0.8001499999999999,1.1102230246251565e-16,16
0.66,0.17,0.808104,0.8302143467749395,0.022110346774939504,0.8081039999999999,1.1102230246251565e-16,16
0.67,0.17,0.815926,0.8341682921463376,0.018242292146337546,0.815926,0.0,16
0.68,0.17,0.823616,0.8383618705705476,0.014745870570547548,0.8236160000000001,1.1102230246251565e-16,16
0.69,0.17,0.8311739999999999,0.8427950820475696,0.01162108204756973,0.8311739999999999,0.0,16
0.7,0.17,0.8386,0.8474679265774037,0.008867926577403651,0.8386,0.0,16
0.71,0.17,0.8458939999999999,0.8523804041600498,0.006486404160049863,0.845894,1.1102230246251565e-16,16
0.72,0.17,0.853056,0.8575325147955077,0.004476514795507702,0.853056,0.0,16
0.73,0.17,0.8600859999999999,0.8629242584837777,0.0028382584837778335,0.8600859999999999,0.0,16
0.74,0.17,0.866984,0.8685556352248599,0.0015716352248599241,0.866984,0.0,16
0.75,0.17,0.87375,0.874426645018754,0.0006766450187539741,0.87375,0.0,16
0.76,0.17,0.880384,0.88053728786546,0.0001532878654599834,0.880384,0.0,16
0.77,0.17,0.886886,0.886886,0.0,0.886886,0.0,16
0.78,0.17,0.893256,0.893256,0.0,0.893256,0.0,16
0.79,0.17,0.899494,0.899494,0.0,0.899494,0.0,16
0.8,0.17,0.9056000000000001,0.9056000000000001,0.0,0.9056000000000001,0.0,16
0.81,0.17,0.9115740000000001,0.9115740000000001,0.0,0.9115740000000001,0.0,16
0.82,0.17,0.917416,0.917416,0.0,0.9174159999999999,1.1102230246251565e-16,16
0.83,0.17,0.923126,0.923126,0.0,0.923126,0.0,16
0.84,0.17,0.928704,0.928704,0.0,0.928704,0.0,16
0.85,0.17,0.9341499999999999,0.9341499999999999,0.0,0.9341499999999999,0.0,16
0.86,0.17,0.939464,0.939464,0.0,0.939464,0.0,16
0.87,0.17,0.944646,0.944646,0.0,0.944646,0.0,16
0.88,0.17,0.949696,0.949696,0.0,0.949696,0.0,16
0.89,0.17,0.9546140000000001,0.9546140000000001,0.0,0.954614,1.1102230246251565e-16,16
0.9,0.17,0.9594,0.9594,0.0,0.9594,0.0,16
0.91,0.17,0.964054,0.964054,0.0,0.964054,0.0,16
0.92,0.17,0.968576,0.968576,0.0,0.968576,0.0,16
0.93,0.17,0.972966,0.972966,0.0,0.972966,0.0,16
0.94,0.17,0.977224,0.977224,0.0,0.977224,0.0,16
0.95,0.17,0.98135,0.9813500000000001,1.1102230246251565e-16,0.9813500000000001,1.1102230246251565e-16,16
0.96,0.17,0.985344,0.985344,0.0,0.985344,0.0,16
0.97,0.17,0.989206,0.989206,0.0,0.989206,0.0,16
0.98,0.17,0.992936,0.9929359999999999,-1.1102230246251565e-16,0.9929359999999999,1.1102230246251565e-16,16
0.99,0.17,0.996534,0.996534,0.0,0.996534,0.0,16
1.0,0.17,1.0,1.0,0.0,1.0,0.0,16
0.0,0.18,1.0,1.0,0.0,1.0,0.0,16
0.01,0.18,0.996336,0.996336,0.0,0.9963359999999999,1.1102230246251565e-16,16
0.02,0.18,0.992544,0.992544,0.0,0.9925439999999999,1.1102230246251565e-16,16
0.03,0.18,0.988624,0.988624,0.0,0.9886240000000001,1.1102230246251565e-16,16
0.04,0.18,0.984576,0.984576,0.0,0.9845759999999999,1.1102230246251565e-16,16
0.05,0.18,0.9803999999999999,0.9803999999999999,0.0,0.9804,1.1102230246251565e-16,16
0.06,0.18,0.976096,0.976096,0.0,0.9760959999999999,1.1102230246251565e-16,16
0.07,0.18,0.971664,0.9716639999999999,-1.1102230246251565e-16,0.971664,0.0,16
0.08,0.18,0.967104,0.967104,0.0,0.967104,0.0,16
0.09,0.18,0.962416,0.962416,0.0,0.9624160000000002,1.1102230246251565e-16,16
0.1,0.18,0.9576,0.9576,0.0,0.9576,0.0,16
0.11,0.18,0.9526560000000001,0.9526560000000001,0.0,0.952656,1.1102230246251565e-16,16
0.12,0.18,0.947584,0.947584,0.0,0.947584,0.0,16
0.13,0.18,0.942384,0.9423840000000001,1.1102230246251565e-16,0.942384,0.0,16
0.14,0.18,0.937056,0.937056,0.0,0.937056,0.0,16
0.15,0.18,0.9316,0.9316,0.0,0.9316,0.0,16
0.16,0.18,0.926016,0.926016,0.0,0.9260159999999998,1.1102230246251565e-16,16
0.17,0.18,0.920304,0.920304,0.0,0.9203039999999999,1.1102230246251565e-16,16
0.18,0.18,0.914464,0.9144640000000002,1.1102230246251565e-16,0.9144640000000002,1.1102230246251565e-16,16
0.19,0.18,0.9084960000000001,0.9084960000000001,0.0,0.9084960000000002,1.1102230246251565e-16,16
0.2,0.18,0.9024000000000001,0.9024000000000001,0.0,0.9024000000000001,0.0,16
0.21,0.18,0.8961760000000001,0.8961760000000001,0.0,0.8961760000000001,0.0,16
0.22,0.18,0.8898240000000001,0.8898240000000001,0.0,0.889824,1.1102230246251565e-16,16
0.23,0.18,0.883344,0.8833681159616694,2.4115961669401997e-05,0.8833439999999999,1.1102230246251565e-16,16
0.24,0.18,0.876736,0.8770756073998953,0.0003396073998953586,0.8767360000000001,1.1102230246251565e-16,16
0.25,0.18,0.87,0.8710205519913958,0.001020551991395835,0.8700000000000001,1.1102230246251565e-16,16
0.26,0.18,0.863136,0.8652029497361707,0.00206694973617072,0.863136,0.0,16
0.27,0.18,0.856144,0.8596228006342201,0.003478800634220125,0.856144,0.0,16
0.28,0.18,0.849024,0.8542801046855439,0.005256104685543939,0.849024,0.0,16
0.29,0.18,0.8417760000000001,0.8491748618901424,0.007398861890142272,0.8417760000000001,0.0,16
0.3,0.18,0.8344,0.8443070722480153,0.009907072248015236,0.8343999999999999,1.1102230246251565e-16,16
0.31,0.18,0.826896,0.8396767357591626,0.01278073575916261,0.8268959999999999,1.1102230246251565e-16,16
0.32,0.18,0.819264,0.8352838524235845,0.016019852423584502,0.819264,0.0,16
0.33,0.18,0.811504,0.8311284222412809,0.019624422241280914,0.811504,0.0,16
0.34,0.18,0.8036159999999999,0.8272104452122517,0.023594445212251847,0.8036159999999999,0.0,16
0.35,0.18,0.7956000000000001,0.8235299213364972,0.027929921336497077,0.7956000000000001,0.0,16
0.36,0.18,0.787456,0.820086850614017,0.03263085061401694,0.787456,0.0,16
0.37,0.18,0.7791840000000001,0.8168812330448113,0.03769723304481121,0.7791840000000001,0.0,16
0.38,0.18,0.770784,0.8139130686288801,0.04312906862888011,0.7707840000000001,1.1102230246251565e-16,16
0.39,0.18,0.762256,0.8111823573662235,0.048926357366223416,0.7622559999999999,1.1102230246251565e-16,16
0.4,0.18,0.76,0.8086890992568413,0.048689099256841284,0.76,0.0,16
0.41,0.18,0.7581,0.8064332943007336,0.04833329430073363,0.7581,0.0,16
0.42,0.18,0.7564,0.8044149424979005,0.048014942497900504,0.7564000000000001,1.1102230246251565e-16,16
0.43,0.18,0.7549,0.8026340438483417,0.04773404384834168,0.7549,0.0,16
0.44,0.18,0.7536,0.8010905983520575,0.04749059835205749,0.7536,0.0,16
0.45,0.18,0.7525000000000001,0.7997846060090479,0.047284606009047825,0.7525000000000002,1.1102230246251565e-16,16
0.46,0.18,0.7516,0.7987160668193126,0.047116066819312574,0.7516,0.0,16
0.47,0.18,0.7509,0.7978849807828519,0.04698498078285185,0.7509,0.0,16
0.48,0.18,0.7504,0.7972913478996656,0.04689134789966565,0.7504,0.0,16
0.49,0.18,0.7501,0.7969351681697538,0.04683516816975386,0.7501,0.0,16
0.5,0.18,0.75,0.7968164415931166,0.0468164415931166,0.75,0.0,16
0.51,0.18,0.7501,0.7969351681697538,0.04683516816975386,0.7501,0.0,16
0.52,0.18,0.7504,0.7972913478996656,0.04689134789966565,0.7504,0.0,16
0.53,0.18,0.7509,0.7978849807828519,0.04698498078285185,0.7509,0.0,16
0.54,0.18,0.7516,0.7987160668193126,0.047116066819312574,0.7516,0.0,16
0.55,0.18,0.7525,0.7997846060090478,0.047284606009047825,0.7525,0.0,16
0.56,0.18,0.7536,0.8010905983520575,0.04749059835205749,0.7536,0.0,16
0.57,0.18,0.7549,0.8026340438483417,0.04773404384834168,0.7549,0.0,16
0.58,0.18,0.7564,0.8044149424979004,0.04801494249790039,0.7564,0.0,16
0.59,0.18,0.7581,0.8064332943007335,0.04833329430073352,0.7581,0.0,16
0.6,0.18,0.76,0.8086890992568413,0.048689099256841284,0.76,0.0,16
0.61,0.18,0.762256,0.8111823573662235,0.048926357366223416,0.762256,0.0,16
0.62,0.18,0.770784,0.8139130686288801,0.04312906862888011,0.7707840000000001,1.1102230246251565e-16,16
0.63,0.18,0.7791840000000001,0.8168812330448113,0.03769723304481121,0.7791840000000001,0.0,16
0.64,0.18,0.787456,0.820086850614017,0.03263085061401694,0.787456,0.0,16
0.65,0.18,0.7956000000000001,0.8235299213364972,0.027929921336497077,0.7956000000000001,0.0,16
0.66,0.18,0.8036160000000001,0.8272104452122517,0.023594445212251625,0.8036160000000001,0.0,16
0.67,0.18,0.811504,0.8311284222412809,0.019624422241280914,0.8115040000000001,1.1102230246251565e-16,16
0.68,0.18,0.8192640000000001,0.8352838524235846,0.016019852423584502,0.8192640000000001,0.0,16
0.69,0.18,0.826896,0.8396767357591626,0.01278073575916261,0.826896,0.0,16
0.7,0.18,0.8344,0.8443070722480153,0.009907072248015236,0.8344,0.0,16
0.71,0.18,0.8417760000000001,0.8491748618901425,0.007398861890142383,0.8417760000000001,0.0,16
0.72,0.18,0.849024,0.8542801046855439,0.005256104685543939,0.849024,0.0,16
0.73,0.18,0.856144,0.8596228006342201,0.003478800634220125,0.856144,0.0,16
0.74,0.18,0.863136,0.8652029497361707,0.00206694973617072,0.863136,0.0,16
0.75,0.18,0.87,0.8710205519913958,0.001020551991395835,0.87,0.0,16
0.76,0.18,0.876736,0.8770756073998953,0.0003396073998953586,0.876736,0.0,16
0.77,0.18,0.883344,0.8833681159616694,2.4115961669401997e-05,0.8833439999999999,1.1102230246251565e-16,16
0.78,0.18,0.8898240000000001,0.8898240000000001,0.0,0.8898240000000001,0.0,16
0.79,0.18,0.8961760000000001,0.8961760000000001,0.0,0.8961760000000001,0.0,16
0.8,0.18,0.9024000000000001,0.9024000000000001,0.0,0.9024000000000001,0.0,16
0.81,0.18,0.9084960000000001,0.908496,-1.1102230246251565e-16,0.9084960000000001,0.0,16
0.82,0.18,0.9144639999999999,0.9144639999999999,0.0,0.9144639999999999,0.0,16
0.83,0.18,0.920304,0.920304,0.0,0.920304,0.0,16
0.84,0.18,0.926016,0.926016,0.0,0.926016,0.0,16
0.85,0.18,0.9316,0.9316,0.0,0.9316,0.0,16
0.86,0.18,0.937056,0.937056,0.0,0.9370559999999999,1.1102230246251565e-16,16
0.87,0.18,0.942384,0.9423840000000001,1.1102230246251565e-16,0.9423840000000001,1.1102230246251565e-16,16
0.88,0.18,0.947584,0.947584,0.0,0.947584,0.0,16
0.89,0.18,0.952656,0.9526560000000001,1.1102230246251565e-16,0.9526560000000001,1.1102230246251565e-16,16
0.9,0.18,0.9576,0.9576,0.0,0.9576,0.0,16
0.91,0.18,0.962416,0.962416,0.0,0.962416,0.0,16
0.92,0.18,0.967104,0.967104,0.0,0.967104,0.0,16
0.93,0.18,0.9716640000000001,0.9716640000000001,0.0,0.9716640000000001,0.0,16
0.94,0.18,0.9760960000000001,0.9760960000000001,0.0,0.9760960000000001,0.0,16
0.95,0.18,0.9803999999999999,0.9803999999999999,0.0,0.9804,1.1102230246251565e-16,16
0.96,0.18,0.984576,0.984576,0.0,0.984576,0.0,16
0.97,0.18,0.988624,0.9886240000000001,1.1102230246251565e-16,0.988624,0.0,16
0.98,0.18,0.992544,0.992544,0.0,0.992544,0.0,16
0.99,0.18,0.996336,0.996336,0.0,0.996336,0.0,16
1.0,0.18,1.0,1.0,0.0,1.0,0.0,16
0.0,0.19,1.0,1.0,0.0,1.0,0.0,16
0.01,0.19,0.996138,0.996138,0.0,0.996138,0.0,16
0.02,0.19,0.9921519999999999,0.9921519999999999,0.0,0.9921519999999999,0.0,16
0.03,0.19,0.988042,0.988042,0.0,0.988042,0.0,16
0.04,0.19,0.983808,0.983808,0.0,0.983808,0.0,16
0.05,0.19,0.9794499999999999,0.97945,1.1102230246251565e-16,0.97945,1.1102230246251565e-16,16
0.06,0.19,0.974968,0.974968,0.0,0.9749679999999998,1.1102230246251565e-16,16
0.07,0.19,0.970362,0.970362,0.0,0.9703619999999998,1.1102230246251565e-16,16
0.08,0.19,0.965632,0.965632,0.0,0.965632,0.0,16
0.09,0.19,0.960778,0.960778,0.0,0.9607780000000001,1.1102230246251565e-16,16
0.1,0.19,0.9558,0.9558000000000001,1.1102230246251565e-16,0.9558,0.0,16
0.11,0.19,0.950698,0.950698,0.0,0.950698,0.0,16
0.12,0.19,0.945472,0.945472,0.0,0.9454720000000001,1.1102230246251565e-16,16
0.13,0.19,0.940122,0.940122,0.0,0.940122,0.0,16
0.14,0.19,0.9346479999999999,0.9346479999999999,0.0,0.934648,1.1102230246251565e-16,16
0.15,0.19,0.9290499999999999,0.9290499999999999,0.0,0.9290499999999999,0.0,16
0.16,0.19,0.9233279999999999,0.9233279999999999,0.0,0.9233279999999998,1.1102230246251565e-16,16
0.17,0.19,0.917482,0.917482,0.0,0.917482,0.0,16
0.18,0.19,0.9115120000000001,0.9115120000000001,0.0,0.9115120000000001,0.0,16
0.19,0.19,0.9054180000000001,0.9054180000000001,0.0,0.9054180000000003,2.220446049250313e-16,16
0.2,0.19,0.8992000000000001,0.8992000000000001,0.0,0.8992000000000002,1.1102230246251565e-16,16
0.21,0.19,0.8928580000000002,0.8928580000000002,0.0,0.8928580000000002,0.0,16
0.22,0.19,0.8863920000000001,0.8863920000000001,0.0,0.8863920000000001,0.0,16
0.23,0.19,0.879802,0.879925846980697,0.00012384698069700661,0.879802,0.0,16
0.24,0.19,0.8730880000000001,0.8736898389627419,0.0006018389627417964,0.873088,1.1102230246251565e-16,16
0.25,0.19,0.86625,0.8676891520020682,0.0014391520020682336,0.86625,0.0,16
0.26,0.19,0.859288,0.8619237860986757,0.002635786098675652,0.8592879999999999,1.1102230246251565e-16,16
0.27,0.19,0.8522019999999999,0.8563937412525646,0.004191741252564718,0.8522019999999999,0.0,16
0.28,0.19,0.844992,0.851099017463735,0.006107017463734987,0.844992,0.0,16
0.29,0.19,0.837658,0.8460396147321865,0.00838161473218646,0.837658,0.0,16
0.3,0.19,0.8302,0.8412155330579192,0.011015533057919136,0.8301999999999999,1.1102230246251565e-16,16
0.31,0.19,0.822618,0.8366267724409334,0.014008772440933459,0.8226179999999998,1.1102230246251565e-16,16
0.32,0.19,0.814912,0.832273332881229,0.017361332881228986,0.8149119999999999,1.1102230246251565e-16,16
0.33,0.19,0.807082,0.8281552143788058,0.021073214378805827,0.807082,0.0,16
0.34,0.19,0.799128,0.8242724169336639,0.025144416933663982,0.799128,0.0,16
0.35,0.19,0.79105,0.8206249405458035,0.029574940545803452,0.79105,0.0,16
0.36,0.19,0.782848,0.8172127852152242,0.034364785215224236,0.7828480000000001,1.1102230246251565e-16,16
0.37,0.19,0.774522,0.8140359509419264,0.039513950941926335,0.7745220000000002,1.1102230246251565e-16,16
0.38,0.19,0.7660720000000001,0.81109443772591,0.04502243772590986,0.7660720000000001,0.0,16
0.39,0.19,0.7621,0.8083882455671747,0.0462882455671747,0.7621000000000001,1.1102230246251565e-16,16
0.4,0.19,0.76,0.8059173744657208,0.04591737446572075,0.76,0.0,16
0.41,0.19,0.7581,0.8036818244215482,0.045581824421548234,0.7581000000000002,2.220446049250313e-16,16
0.42,0.19,0.7564,0.801681595434657,0.04528159543465704,0.7564000000000001,1.1102230246251565e-16,16
0.43,0.19,0.7549,0.799916687505047,0.04501668750504695,0.7549,0.0,16
0.44,0.19,0.7536,0.7983871006327183,0.04478710063271829,0.7536,0.0,16
0.45,0.19,0.7525000000000001,0.7970928348176711,0.04459283481767107,0.7525000000000001,0.0,16
0.46,0.19,0.7516,0.7960338900599052,0.04443389005990517,0.7516,0.0,16
0.47,0.19,0.7509,0.7952102663594205,0.04431026635942048,0.7509,0.0,16
0.48,0.19,0.7504,0.7946219637162173,0.04422196371621734,0.7504,0.0,16
0.49,0.19,0.7501,0.7942689821302952,0.04416898213029519,0.7501,0.0,16
0.5,0.19,0.75,0.7941513216016545,0.04415132160165447,0.75,0.0,16
0.51,0.19,0.7501,0.7942689821302952,0.04416898213029519,0.7501,0.0,16
0.52,0.19,0.7504,0.7946219637162172,0.04422196371621723,0.7504,0.0,16
0.53,0.19,0.7509,0.7952102663594205,0.04431026635942048,0.7509000000000001,1.1102230246251565e-16,16
0.54,0.19,0.7516,0.7960338900599051,0.04443389005990506,0.7516,0.0,16
0.55,0.19,0.7525,0.7970928348176711,0.04459283481767118,0.7525,0.0,16
0.56,0.19,0.7536,0.7983871006327183,0.04478710063271829,0.7536,0.0,16
0.57,0.19,0.7549,0.799916687505047,0.04501668750504695,0.7549000000000001,1.1102230246251565e-16,16
0.58,0.19,0.7564,0.8016815954346569,0.04528159543465693,0.7564,0.0,16
0.59,0.19,0.7581,0.8036818244215482,0.045581824421548234,0.7581,0.0,16
0.6,0.19,0.76,0.8059173744657208,0.04591737446572075,0.76,0.0,16
0.61,0.19,0.7621,0.8083882455671746,0.04628824556717459,0.7621,0.0,16
0.62,0.19,0.7660720000000001,0.81109443772591,0.04502243772590986,0.7660720000000001,0.0,16
0.63,0.19,0.774522,0.8140359509419264,0.039513950941926335,0.774522,0.0,16
0.64,0.19,0.782848,0.8172127852152242,0.034364785215224236,0.782848,0.0,16
0.65,0.19,0.79105,0.8206249405458035,0.029574940545803452,0.79105,0.0,16
0.66,0.19,0.7991280000000001,0.8242724169336639,0.02514441693366387,0.7991280000000001,0.0,16
0.67,0.19,0.8070820000000001,0.8281552143788059,0.021073214378805827,0.8070820000000001,0.0,16
0.68,0.19,0.8149120000000001,0.8322733328812291,0.017361332881228986,0.8149120000000001,0.0,16
0.69,0.19,0.822618,0.8366267724409334,0.014008772440933459,0.822618,0.0,16
0.7,0.19,0.8302,0.8412155330579193,0.011015533057919247,0.8302,0.0,16
0.71,0.19,0.837658,0.8460396147321865,0.00838161473218646,0.837658,0.0,16
0.72,0.19,0.844992,0.8510990174637348,0.006107017463734876,0.844992,0.0,16
0.73,0.19,0.8522019999999999,0.8563937412525646,0.004191741252564718,0.8522019999999999,0.0,16
0.74,0.19,0.859288,0.8619237860986757,0.002635786098675652,0.859288,0.0,16
0.75,0.19,0.86625,0.8676891520020682,0.0014391520020682336,0.86625,0.0,16
0.76,0.19,0.8730880000000001,0.8736898389627419,0.0006018389627417964,0.8730880000000001,0.0,16
0.77,0.19,0.879802,0.879925846980697,0.00012384698069700661,0.879802,0.0,16
0.78,0.19,0.8863920000000001,0.8863920000000001,0.0,0.8863920000000001,0.0,16
0.79,0.19,0.8928580000000002,0.8928580000000002,0.0,0.8928580000000002,0.0,16
0.8,0.19,0.8992,0.8992000000000001,1.1102230246251565e-16,0.8992000000000001,1.1102230246251565e-16,16
0.81,0.19,0.9054180000000001,0.9054180000000001,0.0,0.9054180000000001,0.0,16
0.82,0.19,0.911512,0.911512,0.0,0.911512,0.0,16
0.83,0.19,0.917482,0.917482,0.0,0.917482,0.0,16
0.84,0.19,0.9233279999999999,0.9233279999999999,0.0,0.9233279999999999,0.0,16
0.85,0.19,0.9290499999999999,0.9290499999999999,0.0,0.9290499999999999,0.0,16
0.86,0.19,0.9346479999999999,0.9346479999999999,0.0,0.9346479999999999,0.0,16
0.87,0.19,0.940122,0.940122,0.0,0.940122,0.0,16
0.88,0.19,0.945472,0.945472,0.0,0.945472,0.0,16
0.89,0.19,0.950698,0.950698,0.0,0.950698,0.0,16
0.9,0.19,0.9558,0.9558000000000001,1.1102230246251565e-16,0.9558,0.0,16
0.91,0.19,0.960778,0.960778,0.0,0.960778,0.0,16
0.92,0.19,0.965632,0.965632,0.0,0.965632,0.0,16
0.93,0.19,0.9703620000000001,0.9703620000000001,0.0,0.9703620000000001,0.0,16
0.94,0.19,0.9749680000000001,0.9749680000000001,0.0,0.9749680000000001,0.0,16
0.95,0.19,0.9794499999999999,0.97945,1.1102230246251565e-16,0.97945,1.1102230246251565e-16,16
0.96,0.19,0.983808,0.983808,0.0,0.983808,0.0,16
0.97,0.19,0.988042,0.988042,0.0,0.988042,0.0,16
0.98,0.19,0.9921519999999999,0.9921519999999999,0.0,0.9921519999999999,0.0,16
0.99,0.19,0.996138,0.996138,0.0,0.996138,0.0,16
1.0,0.19,1.0,1.0,0.0,1.0,0.0,16
0.0,0.2,1.0,1.0,0.0,1.0,0.0,16
0.01,0.2,0.99594,0.99594,0.0,0.99594,0.0,16
0.02,0.2,0.99176,0.99176,0.0,0.99176,0.0,16
0.03,0.2,0.98746,0.98746,0.0,0.9874599999999999,1.1102230246251565e-16,16
0.04,0.2,0.9830399999999999,0.98304,1.1102230246251565e-16,0.9830399999999999,0.0,16
0.05,0.2,0.9784999999999999,0.9785,1.1102230246251565e-16,0.9785,1.1102230246251565e-16,16
0.06,0.2,0.97384,0.97384,0.0,0.97384,0.0,16
0.07,0.2,0.96906,0.9690599999999999,-1.1102230246251565e-16,0.9690599999999999,1.1102230246251565e-16,16
0.08,0.2,0.96416,0.96416,0.0,0.9641600000000001,1.1102230246251565e-16,16
0.09,0.2,0.9591400000000001,0.9591400000000001,0.0,0.9591400000000001,0.0,16
0.1,0.2,0.954,0.9540000000000001,1.1102230246251565e-16,0.9540000000000002,2.220446049250313e-16,16
0.11,0.2,0.94874,0.94874,0.0,0.9487399999999999,1.1102230246251565e-16,16
0.12,0.2,0.94336,0.94336,0.0,0.94336,0.0,16
0.13,0.2,0.93786,0.93786,0.0,0.93786,0.0,16
0.14,0.2,0.93224,0.93224,0.0,0.93224,0.0,16
0.15,0.2,0.9265,0.9265,0.0,0.9264999999999999,1.1102230246251565e-16,16
0.16,0.2,0.9206399999999999,0.9206399999999999,0.0,0.9206399999999999,0.0,16
0.17,0.2,0.91466,0.91466,0.0,0.9146599999999999,1.1102230246251565e-16,16
0.18,0.2,0.90856,0.90856,0.0,0.90856,0.0,16
0.19,0.2,0.9023400000000001,0.9023400000000001,0.0,0.9023400000000001,0.0,16
0.2,0.2,0.8960000000000001,0.8960000000000001,0.0,0.8960000000000001,0.0,16
0.21,0.2,0.88954,0.8895400000000001,1.1102230246251565e-16,0.88954,0.0,16
0.22,0.2,0.88296,0.8829769204534395,1.6920453439484007e-05,0.8829600000000002,2.220446049250313e-16,16
0.23,0.2,0.87626,0.8765628733691095,0.000302873369109502,0.87626,0.0,16
0.24,0.2,0.86944,0.8703820643605735,0.0009420643605735357,0.8694400000000001,1.1102230246251565e-16,16
0.25,0.2,0.8625,0.8644344934278313,0.001934493427831252,0.8625,0.0,16
0.26,0.2,0.85544,0.858720160570883,0.003280160570882984,0.8554400000000001,1.1102230246251565e-16,16
0.27,0.2,0.84826,0.8532390657897283,0.0049790657897282875,0.84826,0.0,16
0.28,0.2,0.8409599999999999,0.8479912090843675,0.007031209084367607,0.8409599999999999,0.0,16
0.29,0.2,0.83354,0.8429765904548006,0.009436590454800609,0.83354,0.0,16
0.3,0.2,0.826,0.8381952099010275,0.012195209901027515,0.826,0.0,16
0.31,0.2,0.81834,0.8336470674230481,0.015307067423048104,0.8183399999999998,1.1102230246251565e-16,16
0.32,0.2,0.81056,0.8293321630208625,0.018772163020862598,0.81056,0.0,16
0.33,0.2,0.8026599999999999,0.8252504966944708,0.022590496694470885,0.8026599999999999,0.0,16
0.34,0.2,0.79464,0.821402068443873,0.026762068443872966,0.7946399999999999,1.1102230246251565e-16,16
0.35,0.2,0.7865,0.8177868782690689,0.03128687826906895,0.7865,0.0,16
0.36,0.2,0.77824,0.8144049261700587,0.03616492617005862,0.77824,0.0,16
0.37,0.2,0.76986,0.8112562121468422,0.04139621214684219,0.76986,0.0,16
0.38,0.2,0.7644,0.8083407361994195,0.04394073619941952,0.7644000000000001,1.1102230246251565e-16,16
0.39,0.2,0.7621,0.8056584983277907,0.043558498327790685,0.7621,0.0,16
0.4,0.2,0.76,0.8032094985319557,0.04320949853195566,0.7600000000000001,1.1102230246251565e-16,16
0.41,0.2,0.7581,0.8009937368119144,0.04289373681191444,0.7581,0.0,16
0.42,0.2,0.7564,0.7990112131676671,0.04261121316766714,0.7564000000000001,1.1102230246251565e-16,16
0.43,0.2,0.7549,0.7972619275992134,0.04236192759921342,0.7549,0.0,16
0.44,0.2,0.7536,0.7957458801065537,0.042145880106553624,0.7536,0.0,16
0.45,0.2,0.7525000000000001,0.7944630706896877,0.04196307068968763,0.7525000000000001,0.0,16
0.46,0.2,0.7516,0.7934134993486155,0.041813499348615446,0.7516000000000002,1.1102230246251565e-16,16
0.47,0.2,0.7509,0.7925971660833372,0.04169716608333718,0.7509,0.0,16
0.48,0.2,0.7504,0.7920140708938527,0.04161407089385272,0.7504,0.0,16
0.49,0.2,0.7501,0.7916642137801619,0.04156421378016195,0.7501,0.0,16
0.5,0.2,0.75,0.791547594742265,0.04154759474226499,0.75,0.0,16
0.51,0.2,0.7501,0.7916642137801619,0.04156421378016195,0.7501,0.0,16
0.52,0.2,0.7504,0.7920140708938527,0.04161407089385272,0.7504000000000001,1.1102230246251565e-16,16
0.53,0.2,0.7509,0.7925971660833372,0.04169716608333718,0.7509,0.0,16
0.54,0.2,0.7516,0.7934134993486155,0.041813499348615446,0.7516,0.0,16
0.55,0.2,0.7525,0.7944630706896877,0.04196307068968774,0.7525,0.0,16
0.56,0.2,0.7536,0.7957458801065537,0.042145880106553624,0.7536,0.0,16
0.57,0.2,0.7549,0.7972619275992134,0.04236192759921342,0.7549000000000001,1.1102230246251565e-16,16
0.58,0.2,0.7564,0.799011213167667,0.04261121316766703,0.7564,0.0,16
0.59,0.2,0.7581,0.8009937368119144,0.04289373681191444,0.7581,0.0,16
0.6,0.2,0.76,0.8032094985319557,0.04320949853195566,0.76,0.0,16
0.61,0.2,0.7621,0.8056584983277907,0.043558498327790685,0.7621,0.0,16
0.62,0.2,0.7644,0.8083407361994195,0.04394073619941952,0.7644,0.0,16
0.63,0.2,0.76986,0.8112562121468422,0.04139621214684219,0.76986,0.0,16
0.64,0.2,0.77824,0.8144049261700587,0.03616492617005862,0.77824,0.0,16
0.65,0.2,0.7865,0.8177868782690689,0.03128687826906895,0.7865,0.0,16
