epsilon,alpha,t_env_seconds,classical_bias,quantum_bias,classical_win_probability,noisy_quantum_win_probability,noisy_gap,epsilon_threshold,required_trials,expected_quantum_wins,certification_p_value,previous_round_p_value,required_rate_hz,required_rate_khz,reference_hardware_rate_hz,reference_hardware_rate_pass
0.025,0.05,0.001,0.5,0.7071067811865475,0.75,0.8447145558284419,0.0947145558284419,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
0.025,0.05,0.1,0.5,0.7071067811865475,0.75,0.8447145558284419,0.0947145558284419,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,450.0,0.45,7900.0,True
0.025,0.05,10.0,0.5,0.7071067811865475,0.75,0.8447145558284419,0.0947145558284419,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.026,0.05,0.001,0.5,0.7071067811865475,0.75,0.8443610024378486,0.09436100243784862,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.026,0.05,0.1,0.5,0.7071067811865475,0.75,0.8443610024378486,0.09436100243784862,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.026,0.05,10.0,0.5,0.7071067811865475,0.75,0.8443610024378486,0.09436100243784862,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.027,0.05,0.001,0.5,0.7071067811865475,0.75,0.8440074490472553,0.09400744904725533,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.027,0.05,0.1,0.5,0.7071067811865475,0.75,0.8440074490472553,0.09400744904725533,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.027,0.05,10.0,0.5,0.7071067811865475,0.75,0.8440074490472553,0.09400744904725533,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.028,0.05,0.001,0.5,0.7071067811865475,0.75,0.843653895656662,0.09365389565666205,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.028,0.05,0.1,0.5,0.7071067811865475,0.75,0.843653895656662,0.09365389565666205,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.028,0.05,10.0,0.5,0.7071067811865475,0.75,0.843653895656662,0.09365389565666205,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.029,0.05,0.001,0.5,0.7071067811865475,0.75,0.8433003422660688,0.09330034226606876,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.029,0.05,0.1,0.5,0.7071067811865475,0.75,0.8433003422660688,0.09330034226606876,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.029,0.05,10.0,0.5,0.7071067811865475,0.75,0.8433003422660688,0.09330034226606876,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.03,0.05,0.001,0.5,0.7071067811865475,0.75,0.8429467888754756,0.09294678887547553,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.03,0.05,0.1,0.5,0.7071067811865475,0.75,0.8429467888754756,0.09294678887547553,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.03,0.05,10.0,0.5,0.7071067811865475,0.75,0.8429467888754756,0.09294678887547553,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.031,0.05,0.001,0.5,0.7071067811865475,0.75,0.8425932354848822,0.09259323548488224,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.031,0.05,0.1,0.5,0.7071067811865475,0.75,0.8425932354848822,0.09259323548488224,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.031,0.05,10.0,0.5,0.7071067811865475,0.75,0.8425932354848822,0.09259323548488224,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.032,0.05,0.001,0.5,0.7071067811865475,0.75,0.842239682094289,0.09223968209428896,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.032,0.05,0.1,0.5,0.7071067811865475,0.75,0.842239682094289,0.09223968209428896,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.032,0.05,10.0,0.5,0.7071067811865475,0.75,0.842239682094289,0.09223968209428896,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.033,0.05,0.001,0.5,0.7071067811865475,0.75,0.8418861287036956,0.09188612870369567,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.033,0.05,0.1,0.5,0.7071067811865475,0.75,0.8418861287036956,0.09188612870369567,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.033,0.05,10.0,0.5,0.7071067811865475,0.75,0.8418861287036956,0.09188612870369567,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.034,0.05,0.001,0.5,0.7071067811865475,0.75,0.8415325753131024,0.09153257531310244,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.034,0.05,0.1,0.5,0.7071067811865475,0.75,0.8415325753131024,0.09153257531310244,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.034,0.05,10.0,0.5,0.7071067811865475,0.75,0.8415325753131024,0.09153257531310244,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.035,0.05,0.001,0.5,0.7071067811865475,0.75,0.8411790219225092,0.09117902192250915,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
0.035,0.05,0.1,0.5,0.7071067811865475,0.75,0.8411790219225092,0.09117902192250915,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,500.0,0.5,7900.0,True
0.035,0.05,10.0,0.5,0.7071067811865475,0.75,0.8411790219225092,0.09117902192250915,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,5.0,0.005,7900.0,True
0.036,0.05,0.001,0.5,0.7071067811865475,0.75,0.8408254685319159,0.09082546853191587,0.2928932188134524,50,43,0.04525584649016445,0.05267047246469901,50000.0,50.0,7900.0,False
